,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,LoanPurpose_lab
4514,no_checking,36,outstanding_credit,appliances,6846,greater_1000,greater_7,5,female,co-applicant,4,unknown,47,stores,own,2,unskilled,1,yes,yes,Risk,0
4515,no_checking,25,outstanding_credit,furniture,7108,500_to_1000,1_to_4,4,male,none,4,savings_insurance,40,none,own,2,management_self-employed,1,none,yes,No Risk,5
4516,0_to_200,22,credits_paid_to_date,radio_tv,250,greater_1000,4_to_7,2,male,none,2,real_estate,36,stores,own,2,skilled,1,none,yes,No Risk,7
4517,no_checking,37,outstanding_credit,radio_tv,5119,500_to_1000,greater_7,4,male,co-applicant,4,car_other,49,none,free,2,skilled,1,yes,no,Risk,7
4518,less_0,30,outstanding_credit,education,1584,100_to_500,4_to_7,2,male,none,3,savings_insurance,33,none,rent,3,skilled,1,yes,yes,Risk,4
4519,greater_200,25,all_credits_paid_back,radio_tv,5492,less_100,1_to_4,3,male,none,2,car_other,29,none,own,2,skilled,1,none,yes,Risk,7
4520,no_checking,44,prior_payments_delayed,repairs,3063,greater_1000,greater_7,5,male,none,4,savings_insurance,49,none,free,2,skilled,1,yes,yes,Risk,8
4521,no_checking,32,outstanding_credit,radio_tv,8827,500_to_1000,4_to_7,5,male,co-applicant,4,unknown,50,none,free,2,management_self-employed,1,yes,yes,Risk,7
4522,less_0,7,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk,2
4523,less_0,16,credits_paid_to_date,car_new,250,less_100,4_to_7,3,female,none,3,real_estate,29,stores,own,1,skilled,1,none,yes,No Risk,2
4524,greater_200,16,credits_paid_to_date,retraining,5367,less_100,1_to_4,3,female,none,3,savings_insurance,23,none,own,1,skilled,1,none,yes,No Risk,9
4525,0_to_200,13,credits_paid_to_date,car_new,1582,less_100,less_1,2,female,co-applicant,3,car_other,44,none,own,1,skilled,1,yes,yes,Risk,2
4526,greater_200,6,credits_paid_to_date,car_new,250,less_100,4_to_7,2,female,none,3,real_estate,20,bank,rent,1,unemployed,1,none,yes,No Risk,2
4527,less_0,12,all_credits_paid_back,car_new,2833,less_100,less_1,3,female,none,3,savings_insurance,31,none,own,2,skilled,1,yes,yes,Risk,2
4528,no_checking,14,credits_paid_to_date,furniture,3243,less_100,1_to_4,3,male,none,4,real_estate,59,none,own,1,management_self-employed,1,none,yes,Risk,5
4529,less_0,11,all_credits_paid_back,car_used,919,100_to_500,1_to_4,3,female,co-applicant,1,savings_insurance,42,stores,own,1,skilled,1,none,yes,No Risk,3
4530,no_checking,15,credits_paid_to_date,car_new,4623,less_100,4_to_7,4,male,none,4,car_other,51,none,own,1,management_self-employed,1,none,no,No Risk,2
4531,less_0,13,all_credits_paid_back,car_new,4243,less_100,unemployed,1,female,none,2,car_other,38,stores,own,1,skilled,1,none,yes,Risk,2
4532,no_checking,31,all_credits_paid_back,car_used,5649,100_to_500,less_1,4,male,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk,3
4533,0_to_200,21,credits_paid_to_date,retraining,4637,less_100,4_to_7,3,female,none,2,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk,9
4534,no_checking,25,outstanding_credit,furniture,4019,500_to_1000,1_to_4,3,male,none,5,car_other,35,none,free,2,management_self-employed,1,yes,yes,Risk,5
4535,no_checking,31,outstanding_credit,furniture,4568,unknown,greater_7,5,female,none,5,savings_insurance,49,none,own,2,skilled,1,none,yes,Risk,5
4536,no_checking,28,prior_payments_delayed,appliances,6850,unknown,greater_7,5,male,none,4,unknown,50,stores,own,2,unskilled,1,none,yes,Risk,0
4537,0_to_200,24,outstanding_credit,car_used,5056,500_to_1000,4_to_7,4,male,none,4,unknown,43,none,own,2,skilled,1,none,yes,No Risk,3
4538,less_0,16,credits_paid_to_date,car_new,1659,less_100,4_to_7,3,male,none,1,real_estate,21,stores,own,1,skilled,1,none,yes,No Risk,2
4539,no_checking,36,prior_payments_delayed,appliances,7315,greater_1000,greater_7,5,male,none,4,unknown,58,none,free,2,skilled,1,yes,yes,Risk,0
4540,0_to_200,31,credits_paid_to_date,radio_tv,250,greater_1000,1_to_4,3,female,none,3,car_other,37,stores,own,1,skilled,1,yes,yes,No Risk,7
4541,greater_200,32,outstanding_credit,appliances,4388,unknown,greater_7,4,male,none,3,unknown,43,none,own,2,skilled,1,none,yes,No Risk,0
4542,less_0,4,credits_paid_to_date,car_used,408,less_100,1_to_4,1,female,none,2,real_estate,26,bank,rent,1,unskilled,1,none,yes,No Risk,3
4543,no_checking,45,prior_payments_delayed,repairs,8650,500_to_1000,greater_7,6,male,co-applicant,4,unknown,53,none,free,3,skilled,1,yes,yes,Risk,8
4544,no_checking,51,outstanding_credit,education,5082,unknown,greater_7,6,male,guarantor,5,car_other,51,none,free,2,unskilled,1,yes,no,Risk,4
4545,less_0,13,all_credits_paid_back,radio_tv,941,less_100,less_1,1,male,none,2,real_estate,20,bank,rent,1,unemployed,1,none,yes,No Risk,7
4546,no_checking,35,outstanding_credit,repairs,4934,greater_1000,4_to_7,3,male,none,3,unknown,60,none,own,2,skilled,1,yes,yes,Risk,8
4547,less_0,17,prior_payments_delayed,car_new,1721,less_100,4_to_7,3,male,none,1,car_other,30,none,rent,1,skilled,1,none,yes,No Risk,2
4548,no_checking,32,outstanding_credit,repairs,2886,unknown,greater_7,5,female,none,4,car_other,37,none,own,2,skilled,1,yes,yes,Risk,8
4549,less_0,16,credits_paid_to_date,car_new,681,less_100,less_1,2,female,none,2,savings_insurance,21,stores,rent,1,unskilled,1,none,yes,No Risk,2
4550,less_0,18,prior_payments_delayed,car_new,250,less_100,less_1,1,male,none,2,savings_insurance,21,none,own,1,skilled,1,none,yes,No Risk,2
4551,no_checking,25,prior_payments_delayed,radio_tv,4545,100_to_500,4_to_7,4,male,none,3,savings_insurance,37,none,own,1,skilled,1,yes,yes,No Risk,7
4552,greater_200,18,all_credits_paid_back,car_used,945,100_to_500,1_to_4,3,female,none,3,real_estate,36,none,rent,1,skilled,1,none,yes,No Risk,3
4553,less_0,13,prior_payments_delayed,car_new,2651,less_100,1_to_4,3,male,none,3,savings_insurance,25,none,own,2,management_self-employed,1,none,yes,No Risk,2
4554,no_checking,14,credits_paid_to_date,car_new,616,100_to_500,4_to_7,3,male,none,4,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk,2
4555,less_0,23,credits_paid_to_date,radio_tv,1444,500_to_1000,4_to_7,3,male,none,2,savings_insurance,33,bank,own,2,unemployed,1,yes,yes,No Risk,7
4556,less_0,10,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,25,stores,rent,1,skilled,1,none,yes,No Risk,2
4557,0_to_200,21,credits_paid_to_date,car_used,1467,less_100,less_1,1,female,none,3,savings_insurance,25,none,own,1,skilled,1,none,yes,No Risk,3
4558,less_0,11,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,1,savings_insurance,28,stores,rent,1,unskilled,1,none,yes,No Risk,3
4559,greater_200,26,outstanding_credit,furniture,4823,500_to_1000,less_1,3,male,none,4,unknown,43,bank,own,1,unskilled,1,yes,yes,No Risk,5
4560,0_to_200,12,credits_paid_to_date,vacation,250,less_100,4_to_7,3,female,none,1,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk,10
4561,0_to_200,14,no_credits,car_new,2918,less_100,unemployed,2,female,none,1,savings_insurance,35,none,own,2,skilled,1,none,yes,No Risk,2
4562,0_to_200,12,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,2,real_estate,22,bank,rent,1,unskilled,1,none,yes,No Risk,2
4563,no_checking,33,outstanding_credit,appliances,5865,greater_1000,greater_7,5,male,co-applicant,5,car_other,47,none,free,3,skilled,1,yes,yes,Risk,0
4564,no_checking,23,prior_payments_delayed,radio_tv,3252,100_to_500,greater_7,4,female,none,4,car_other,51,none,own,2,skilled,1,none,yes,Risk,7
4565,0_to_200,25,credits_paid_to_date,car_new,2750,less_100,less_1,1,male,none,2,real_estate,38,none,own,1,skilled,1,yes,yes,No Risk,2
4566,0_to_200,4,all_credits_paid_back,education,250,less_100,1_to_4,2,male,none,2,real_estate,23,none,own,1,skilled,1,none,yes,No Risk,4
4567,less_0,14,all_credits_paid_back,car_new,697,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,2
4568,less_0,13,credits_paid_to_date,vacation,250,100_to_500,4_to_7,2,female,co-applicant,2,car_other,29,stores,own,1,unskilled,1,none,yes,Risk,10
4569,0_to_200,14,credits_paid_to_date,car_new,822,less_100,unemployed,1,female,none,3,real_estate,25,none,own,1,skilled,1,none,yes,No Risk,2
4570,less_0,13,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,2
4571,0_to_200,18,prior_payments_delayed,furniture,4504,less_100,greater_7,4,male,none,3,unknown,46,none,own,1,skilled,1,none,no,No Risk,5
4572,no_checking,32,outstanding_credit,repairs,6172,500_to_1000,greater_7,5,male,co-applicant,3,unknown,31,none,free,1,management_self-employed,1,yes,yes,Risk,8
4573,greater_200,29,outstanding_credit,education,4885,500_to_1000,greater_7,5,female,none,3,car_other,41,none,own,2,skilled,1,yes,yes,Risk,4
4574,less_0,6,all_credits_paid_back,car_used,250,less_100,less_1,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,3
4575,less_0,11,all_credits_paid_back,car_used,2454,less_100,unemployed,2,female,none,1,real_estate,23,none,rent,1,skilled,1,none,yes,No Risk,3
4576,greater_200,15,prior_payments_delayed,furniture,1513,500_to_1000,less_1,3,male,none,4,savings_insurance,36,none,own,1,skilled,1,yes,yes,Risk,5
4577,no_checking,43,prior_payments_delayed,furniture,7047,500_to_1000,4_to_7,5,male,co-applicant,5,car_other,46,none,free,2,management_self-employed,1,yes,yes,Risk,5
4578,0_to_200,10,credits_paid_to_date,appliances,1770,less_100,less_1,2,female,none,3,car_other,27,none,own,1,skilled,1,none,yes,No Risk,0
4579,no_checking,48,credits_paid_to_date,other,7681,unknown,greater_7,5,male,co-applicant,4,unknown,43,none,own,2,skilled,1,none,yes,No Risk,6
4580,no_checking,21,credits_paid_to_date,radio_tv,3340,100_to_500,greater_7,3,male,none,3,savings_insurance,47,none,own,1,skilled,1,yes,yes,Risk,7
4581,no_checking,46,prior_payments_delayed,other,5939,500_to_1000,greater_7,5,male,none,3,savings_insurance,46,none,free,2,skilled,1,none,yes,No Risk,6
4582,no_checking,25,prior_payments_delayed,education,6892,unknown,1_to_4,3,male,none,3,car_other,36,stores,rent,1,skilled,1,none,yes,Risk,4
4583,no_checking,29,prior_payments_delayed,car_used,6490,100_to_500,less_1,4,male,none,3,savings_insurance,50,none,own,2,management_self-employed,1,none,yes,No Risk,3
4584,less_0,4,all_credits_paid_back,car_new,1008,less_100,unemployed,1,female,none,1,real_estate,20,none,rent,1,skilled,1,none,yes,No Risk,2
4585,less_0,14,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,3,savings_insurance,23,none,own,1,skilled,1,none,yes,No Risk,3
4586,greater_200,28,outstanding_credit,furniture,1222,500_to_1000,less_1,3,male,none,3,real_estate,25,none,own,1,skilled,1,none,yes,No Risk,5
4587,no_checking,46,outstanding_credit,radio_tv,6790,500_to_1000,4_to_7,3,male,co-applicant,4,car_other,47,bank,own,1,unemployed,1,yes,yes,Risk,7
4588,0_to_200,31,credits_paid_to_date,furniture,250,100_to_500,less_1,2,male,none,3,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,5
4589,no_checking,24,prior_payments_delayed,education,4427,greater_1000,greater_7,3,female,none,4,car_other,46,bank,own,2,unemployed,1,none,yes,Risk,4
4590,no_checking,24,prior_payments_delayed,furniture,1512,500_to_1000,1_to_4,2,male,none,2,car_other,37,none,own,2,skilled,1,yes,yes,No Risk,5
4591,less_0,10,all_credits_paid_back,car_used,250,100_to_500,less_1,2,male,none,2,real_estate,22,none,rent,2,skilled,1,none,yes,No Risk,3
4592,0_to_200,12,credits_paid_to_date,education,2851,less_100,4_to_7,2,male,none,2,savings_insurance,26,none,rent,1,skilled,1,none,yes,No Risk,4
4593,no_checking,31,prior_payments_delayed,furniture,5789,100_to_500,1_to_4,3,female,none,3,savings_insurance,43,stores,own,1,unskilled,1,yes,yes,No Risk,5
4594,0_to_200,20,credits_paid_to_date,car_new,2652,less_100,1_to_4,2,male,none,3,car_other,20,none,own,1,skilled,1,none,yes,No Risk,2
4595,no_checking,32,outstanding_credit,other,9727,500_to_1000,4_to_7,4,male,guarantor,5,car_other,57,none,free,2,skilled,1,yes,yes,Risk,6
4596,no_checking,39,prior_payments_delayed,appliances,4545,greater_1000,4_to_7,3,male,none,3,unknown,35,none,own,1,skilled,1,yes,yes,Risk,0
4597,no_checking,25,outstanding_credit,appliances,5593,500_to_1000,1_to_4,3,male,none,4,car_other,58,none,own,2,management_self-employed,1,yes,yes,No Risk,0
4598,0_to_200,9,credits_paid_to_date,furniture,250,500_to_1000,4_to_7,2,male,none,1,real_estate,30,stores,own,1,skilled,1,none,yes,No Risk,5
4599,less_0,30,credits_paid_to_date,radio_tv,1165,less_100,1_to_4,2,male,none,3,savings_insurance,31,stores,own,1,skilled,1,yes,yes,Risk,7
4600,no_checking,8,credits_paid_to_date,car_used,888,less_100,4_to_7,2,male,none,4,real_estate,42,none,own,1,skilled,1,none,yes,No Risk,3
4601,less_0,17,no_credits,car_used,1033,less_100,less_1,2,female,none,2,real_estate,24,none,own,1,skilled,1,none,yes,No Risk,3
4602,0_to_200,19,credits_paid_to_date,repairs,1531,100_to_500,4_to_7,3,male,none,3,real_estate,32,stores,own,2,unskilled,1,yes,yes,Risk,8
4603,0_to_200,24,credits_paid_to_date,radio_tv,3124,100_to_500,4_to_7,3,male,none,3,savings_insurance,33,none,own,2,skilled,1,yes,yes,No Risk,7
4604,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,26,stores,rent,1,unskilled,1,none,yes,No Risk,2
4605,less_0,24,all_credits_paid_back,car_new,1834,less_100,4_to_7,3,male,none,1,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk,2
4606,no_checking,19,outstanding_credit,business,4480,100_to_500,less_1,3,male,none,3,car_other,34,none,own,2,management_self-employed,1,none,yes,Risk,1
4607,less_0,28,outstanding_credit,retraining,3249,100_to_500,4_to_7,2,female,none,1,car_other,41,stores,rent,2,skilled,1,none,yes,No Risk,9
4608,less_0,4,all_credits_paid_back,car_used,2070,less_100,unemployed,1,female,none,2,savings_insurance,23,none,rent,1,skilled,1,none,yes,No Risk,3
4609,0_to_200,18,all_credits_paid_back,car_used,2596,less_100,1_to_4,3,male,none,3,savings_insurance,39,none,own,2,management_self-employed,1,yes,yes,Risk,3
4610,no_checking,41,prior_payments_delayed,repairs,7736,unknown,greater_7,4,male,co-applicant,3,unknown,46,none,own,2,skilled,1,yes,yes,Risk,8
4611,less_0,8,all_credits_paid_back,car_used,1189,100_to_500,4_to_7,3,female,none,1,real_estate,27,none,own,2,skilled,1,none,yes,No Risk,3
4612,less_0,4,credits_paid_to_date,car_used,1541,less_100,1_to_4,3,female,co-applicant,2,real_estate,53,none,own,1,skilled,1,none,yes,No Risk,3
4613,less_0,11,all_credits_paid_back,car_used,3526,less_100,less_1,1,female,none,1,real_estate,27,none,own,1,skilled,1,none,yes,No Risk,3
4614,no_checking,19,credits_paid_to_date,furniture,6607,greater_1000,greater_7,4,female,none,2,car_other,45,stores,own,2,unskilled,1,yes,no,Risk,5
4615,no_checking,40,prior_payments_delayed,radio_tv,9143,greater_1000,4_to_7,4,male,co-applicant,5,unknown,50,none,free,2,skilled,1,yes,yes,Risk,7
4616,0_to_200,32,outstanding_credit,radio_tv,1151,500_to_1000,1_to_4,3,male,none,4,car_other,23,bank,own,2,unemployed,1,yes,yes,Risk,7
4617,less_0,9,all_credits_paid_back,appliances,1249,less_100,1_to_4,3,female,none,1,real_estate,38,none,own,1,skilled,1,none,yes,No Risk,0
4618,no_checking,41,prior_payments_delayed,other,6237,500_to_1000,greater_7,4,male,co-applicant,3,unknown,59,none,free,2,skilled,1,yes,yes,Risk,6
4619,0_to_200,22,credits_paid_to_date,furniture,2244,greater_1000,4_to_7,3,male,none,4,car_other,32,none,rent,1,skilled,1,none,yes,Risk,5
4620,less_0,17,prior_payments_delayed,repairs,250,less_100,4_to_7,3,female,none,1,savings_insurance,40,stores,own,1,skilled,1,none,yes,No Risk,8
4621,no_checking,31,prior_payments_delayed,appliances,4565,100_to_500,4_to_7,4,female,none,4,car_other,46,stores,own,1,unskilled,1,yes,yes,No Risk,0
4622,no_checking,12,credits_paid_to_date,car_used,3389,less_100,1_to_4,2,male,none,3,real_estate,25,none,own,1,management_self-employed,1,none,yes,No Risk,3
4623,no_checking,35,outstanding_credit,vacation,9443,greater_1000,4_to_7,5,male,none,3,unknown,48,none,free,2,skilled,1,yes,yes,No Risk,10
4624,0_to_200,10,prior_payments_delayed,furniture,1961,greater_1000,1_to_4,2,female,none,1,real_estate,29,bank,rent,1,unemployed,1,none,yes,No Risk,5
4625,less_0,23,prior_payments_delayed,radio_tv,1896,100_to_500,less_1,3,male,none,2,car_other,38,none,own,2,skilled,1,yes,yes,No Risk,7
4626,0_to_200,17,credits_paid_to_date,appliances,250,less_100,1_to_4,3,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,0
4627,no_checking,27,prior_payments_delayed,appliances,10821,greater_1000,greater_7,5,male,co-applicant,4,car_other,47,none,free,2,management_self-employed,1,yes,yes,Risk,0
4628,less_0,5,prior_payments_delayed,car_new,2986,less_100,less_1,2,female,none,3,real_estate,32,none,own,1,skilled,1,yes,yes,No Risk,2
4629,no_checking,30,prior_payments_delayed,furniture,8173,100_to_500,4_to_7,4,male,co-applicant,4,unknown,62,none,free,2,skilled,1,yes,no,Risk,5
4630,0_to_200,19,credits_paid_to_date,furniture,1664,less_100,1_to_4,3,female,none,3,savings_insurance,31,stores,own,1,unskilled,1,none,yes,No Risk,5
4631,less_0,20,credits_paid_to_date,furniture,2646,500_to_1000,1_to_4,3,male,none,2,car_other,31,none,rent,1,skilled,1,none,yes,No Risk,5
4632,no_checking,24,prior_payments_delayed,car_used,1322,100_to_500,less_1,2,male,none,3,car_other,26,bank,own,2,unskilled,1,none,yes,No Risk,3
4633,0_to_200,26,credits_paid_to_date,retraining,4580,100_to_500,1_to_4,3,male,none,3,savings_insurance,28,bank,rent,2,unemployed,1,yes,yes,No Risk,9
4634,no_checking,22,outstanding_credit,appliances,4993,unknown,4_to_7,4,male,none,3,car_other,48,stores,own,2,unskilled,1,yes,yes,No Risk,0
4635,less_0,14,no_credits,car_new,250,less_100,less_1,1,female,none,1,real_estate,33,stores,own,1,skilled,1,none,yes,No Risk,2
4636,0_to_200,14,prior_payments_delayed,car_new,250,100_to_500,less_1,1,female,none,3,savings_insurance,26,bank,rent,1,unemployed,1,none,yes,No Risk,2
4637,no_checking,37,credits_paid_to_date,education,5120,500_to_1000,1_to_4,3,male,none,3,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk,4
4638,no_checking,37,outstanding_credit,repairs,4833,greater_1000,1_to_4,4,male,none,4,car_other,43,none,free,2,skilled,1,yes,yes,No Risk,8
4639,0_to_200,17,prior_payments_delayed,retraining,4185,100_to_500,1_to_4,2,male,none,2,car_other,31,none,own,1,skilled,1,yes,yes,No Risk,9
4640,no_checking,24,credits_paid_to_date,car_new,949,100_to_500,unemployed,3,male,none,3,real_estate,33,none,rent,1,skilled,1,none,yes,No Risk,2
4641,less_0,23,prior_payments_delayed,car_used,4713,100_to_500,1_to_4,3,female,none,3,savings_insurance,31,none,own,1,skilled,1,yes,yes,No Risk,3
4642,0_to_200,4,all_credits_paid_back,car_new,1355,less_100,1_to_4,1,female,none,2,real_estate,28,bank,own,1,unskilled,1,none,yes,No Risk,2
4643,0_to_200,14,prior_payments_delayed,retraining,3641,less_100,greater_7,4,female,co-applicant,4,unknown,48,none,free,3,skilled,1,yes,yes,Risk,9
4644,less_0,4,credits_paid_to_date,car_new,250,500_to_1000,4_to_7,3,male,none,2,savings_insurance,33,stores,rent,1,unskilled,1,yes,yes,No Risk,2
4645,less_0,25,credits_paid_to_date,car_used,2922,100_to_500,1_to_4,2,female,none,1,real_estate,34,stores,own,2,skilled,1,none,yes,No Risk,3
4646,0_to_200,16,no_credits,car_used,1247,less_100,1_to_4,1,female,none,1,real_estate,25,stores,own,1,skilled,1,none,yes,No Risk,3
4647,less_0,4,all_credits_paid_back,radio_tv,250,less_100,1_to_4,2,male,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk,7
4648,less_0,9,all_credits_paid_back,car_used,1841,less_100,less_1,2,female,none,3,real_estate,24,none,own,1,management_self-employed,1,none,yes,No Risk,3
4649,0_to_200,35,prior_payments_delayed,radio_tv,2148,100_to_500,1_to_4,3,female,none,1,real_estate,22,none,free,2,skilled,1,yes,yes,No Risk,7
